ano,capital,uf,populacao,codigo_funcao,funcao,empenhado,pago,diferenca_empenhado_pago,taxa_execucao,empenhado_per_capita,pago_per_capita
2020,Teresina,PI,864845,03,03 - Essencial à Justiça,1086327.41,1031279.33,55048.07999999996,0.9493264374135603,1.2560949187426649,1.1924441142632494
2020,Goiânia,GO,1516113,03,03 - Essencial à Justiça,6392349.17,5953845.07,438504.0999999996,0.9314017291079862,4.2162748884812675,3.927045721526034
2020,São Luís,MA,1101884,03,03 - Essencial à Justiça,1191844.57,907806.89,284037.68000000005,0.7616822804335971,1.081642505018677,0.8238679298365346
2020,Maceió,AL,1018948,04,04 - Administração,383404640.39,380810720.2,2593920.1899999976,0.9932345101839105,376.27498203048634,373.7292974715098
2020,Rio Branco,AC,407319,04,04 - Administração,82258800.45,81360049.25,898751.200000003,0.9890741027697542,201.95178827896564,199.74528379476527
2020,Boa Vista,RR,399213,04,04 - Administração,139516256.54,137872102.79,1644153.75,0.988215324932198,349.4782397867805,345.3597522876259
2020,Belém,PA,1492745,04,04 - Administração,94246834.89,93126107.76,1120727.1299999952,0.9881085966302418,63.136593919256136,62.38581121356964
2020,Aracaju,SE,657013,04,04 - Administração,270109344.07,266689907.93,3419436.1399999857,0.9873405485035208,411.11719870078673,405.9126804644657
2020,Goiânia,GO,1516113,04,04 - Administração,1012182677.1,997879864.43,14302812.670000076,0.9858693366389366,667.6169105469052,658.1830407298137
2020,Teresina,PI,864845,04,04 - Administração,386722503.84,376373377.13,10349126.709999979,0.9732388816082921,447.15816572911905,435.1917131162231
2020,João Pessoa,PB,809015,04,04 - Administração,274470039.31,266825012.31,7645027.0,0.9721462239768716,339.2644627231881,329.81466636588937
2020,Recife,PE,1645727,04,04 - Administração,334525485.38,322675546.25,11849939.129999995,0.9645768718740839,203.26912384617862,196.06869562813273
2020,Porto Velho,RO,529544,04,04 - Administração,347540992.96,333595537.87,13945455.089999974,0.9598739274719025,656.3023902829603,629.9675529701026
2020,Manaus,AM,2182763,04,04 - Administração,525209043.28,503261738.5,21947304.77999997,0.9582122488924865,240.61661448356966,230.5617872851977
2020,Macapá,AP,503327,04,04 - Administração,223478274.32,213815679.53,9662594.789999992,0.9567627107404452,444.0021582788128,424.80470852944507
2020,Salvador,BA,2872347,04,04 - Administração,411411756.84,391367289.94,20044466.899999976,0.9512788184422367,143.23191342828704,136.25348536928163
2020,Florianópolis,SC,500973,04,04 - Administração,372794993.91,353506993.18,19288000.73000002,0.9482611058488181,744.1418877065231,705.6408093450146
2020,Vitória,ES,362097,04,04 - Administração,151889871.51,143740568.34,8149303.169999987,0.9463472903822724,419.4728802227027,396.9670235876022
2020,Curitiba,PR,1933105,04,04 - Administração,579822605.12,548662203.51,31160401.610000014,0.9462587326971306,299.94366840911385,283.8243155493364
2020,Cuiabá,MT,612547,04,04 - Administração,539312445.09,509644921.89,29667523.200000048,0.9449901008773325,880.4425539427996,832.0094978671024
2020,São Paulo,SP,12252023,04,04 - Administração,1779547672.27,1680700834.39,98846837.87999988,0.9444539534285641,145.24521152710864,137.1774142433458
2020,Fortaleza,CE,2669342,04,04 - Administração,721115101.35,680882439.14,40232662.21000004,0.9442077108984676,270.14713789016173,255.07501067304227
2020,Natal,RN,884122,04,04 - Administração,77053246.16,72415969.75,4637276.409999996,0.9398172479278711,87.15227780781385,81.9072138799849
2020,Palmas,TO,299127,04,04 - Administração,102042693.04,95692533.71,6350159.330000013,0.9377695830948837,341.1350130212251,319.906038939982
2020,São Luís,MA,1101884,04,04 - Administração,417758083.07,386911518.29,30846564.77999997,0.9261616566379368,379.1307279804408,351.136343108712
2020,Porto Alegre,RS,1483771,04,04 - Administração,503162224.59,463732437.17,39429787.41999996,0.9216360340800044,339.11043185909415,312.5363935337731
2020,Campo Grande,MS,895982,04,04 - Administração,177231750.31,162707213.97,14524536.340000004,0.9180477746532728,197.80726656339078,181.59652087876765
2020,Belo Horizonte,MG,2512070,04,04 - Administração,505120261.72,445464967.38,59655294.34000003,0.8818988291286,201.077303466862,177.32983849176176
2020,Rio de Janeiro,RJ,6718903,04,04 - Administração,1613487220.76,1390102739.63,223384481.12999988,0.8615517506083629,240.14146665906623,206.89430099377833
2020,São Paulo,SP,12252023,05,05 - Defesa Nacional,82956.17,66037.71,16918.459999999992,0.79605543505685,0.0067708140933134065,0.005389943358741655
2020,Cuiabá,MT,612547,06,06 - Segurança Pública,6547383.35,6547383.35,0.0,1.0,10.688785268722237,10.688785268722237
2020,Rio Branco,AC,407319,06,06 - Segurança Pública,3304806.91,3304806.91,0.0,1.0,8.113559421485371,8.113559421485371
2020,Teresina,PI,864845,06,06 - Segurança Pública,100270.34,100270.34,0.0,1.0,0.11594024362747081,0.11594024362747081
2020,Belém,PA,1492745,06,06 - Segurança Pública,80243452.92,80073168.88,170284.04000000656,0.9978779073705891,53.75563336001795,53.64155892667535
2020,Manaus,AM,2182763,06,06 - Segurança Pública,24281848.37,24220991.03,60857.33999999985,0.997493710566318,11.124363190140203,11.096482316220314
2020,Salvador,BA,2872347,06,06 - Segurança Pública,75379313.75,75124802.25,254511.5,0.9966235895852793,26.24310842318146,26.154500918586788
2020,João Pessoa,PB,809015,06,06 - Segurança Pública,25266574.95,25056366.34,210208.6099999994,0.9916803678212824,31.23128118761704,30.971448415665964
2020,Natal,RN,884122,06,06 - Segurança Pública,26417837.89,26191454.0,226383.8900000006,0.9914306427746802,29.88030824931401,29.624253213922966
2020,Boa Vista,RR,399213,06,06 - Segurança Pública,45880903.25,45262414.48,618488.7700000033,0.9865196906296738,114.92837971208353,113.37910959813432
2020,Palmas,TO,299127,06,06 - Segurança Pública,42448927.38,41056904.4,1392022.9800000042,0.9672071106169844,141.90938089841438,137.25576226820047
2020,Vitória,ES,362097,06,06 - Segurança Pública,36181173.75,34790825.6,1390348.1499999985,0.9615726079091064,99.92121931416168,96.0815074413762
2020,Maceió,AL,1018948,06,06 - Segurança Pública,1163309.14,1111254.14,52055.0,0.9552526510708925,1.1416766508202576,1.0905896473617886
2020,São Paulo,SP,12252023,06,06 - Segurança Pública,602690751.45,574888648.85,27802102.600000024,0.9538700361120332,49.19112145398356,46.92193679770271
2020,Porto Alegre,RS,1483771,06,06 - Segurança Pública,51061034.22,48548727.65,2512306.5700000003,0.9507979693639664,34.41301536423073,32.71982512800156
2020,Fortaleza,CE,2669342,06,06 - Segurança Pública,277244629.13,263340459.99,13904169.139999986,0.9498487340092697,103.86253583467386,98.65369817355739
2020,Goiânia,GO,1516113,06,06 - Segurança Pública,3882409.82,3680659.82,201750.0,0.9480348522299997,2.5607654706476364,2.4276949145611177
2020,Campo Grande,MS,895982,06,06 - Segurança Pública,56660523.51,53347912.81,3312610.6999999955,0.9415358260956528,63.238461832938604,59.54127740289426
2020,Aracaju,SE,657013,06,06 - Segurança Pública,2113472.07,1975443.99,138028.07999999984,0.9346913157929738,3.216788815442008,3.006704570533612
2020,Belo Horizonte,MG,2512070,06,06 - Segurança Pública,191397889.44,176312405.86,15085483.579999983,0.9211826022526282,76.19130415951784,70.18610383468614
2020,Florianópolis,SC,500973,06,06 - Segurança Pública,49619549.01,45579975.91,4039573.1000000015,0.9185890807031339,99.04635381547509,90.9828990983546
2020,Curitiba,PR,1933105,06,06 - Segurança Pública,143286106.6,131536123.25,11749983.349999994,0.9179963526903453,74.12225750799878,68.04396204551745
2020,São Luís,MA,1101884,06,06 - Segurança Pública,3959664.44,3429558.15,530106.29,0.8661234309036551,3.5935401911634983,3.1124493594607054
2020,Rio de Janeiro,RJ,6718903,06,06 - Segurança Pública,576085293.48,493088978.45,82996315.03000003,0.8559305089553003,85.74097490021809,73.3883162846673
2020,Recife,PE,1645727,06,06 - Segurança Pública,3529973.16,3018971.6,511001.56000000006,0.8552392506009876,2.144932397657692,1.8344303763625438
2020,Macapá,AP,503327,06,06 - Segurança Pública,37361.2,28928.0,8433.199999999997,0.7742791987409399,0.07422848366966206,0.05747357085950088
2020,Porto Alegre,RS,1483771,07,07 - Relações Exteriores,850378.8,850378.8,0.0,1.0,0.573119976060996,0.573119976060996
2020,São Paulo,SP,12252023,07,07 - Relações Exteriores,262148.08,262148.08,0.0,1.0,0.021396309817570538,0.021396309817570538
2020,Recife,PE,1645727,08,08 - Assistência Social,111382463.6,109688999.38,1693464.2199999988,0.984795952924137,67.67979355020607,66.65078678298406
2020,Goiânia,GO,1516113,08,08 - Assistência Social,57585672.47,56636301.29,949371.1799999997,0.9835137606408159,37.982440932832844,37.356253320168086
2020,Teresina,PI,864845,08,08 - Assistência Social,75862155.74,73888772.8,1973382.9399999976,0.9739872546363788,87.71763233874277,85.43585590481531
2020,Maceió,AL,1018948,08,08 - Assistência Social,57088186.75,55575167.24,1513019.509999998,0.9734968021207996,56.02659483113957,54.54171090183209
2020,João Pessoa,PB,809015,08,08 - Assistência Social,30484971.06,29492558.25,992412.8099999987,0.967445833947267,37.68158941428774,36.45489669536411
2020,Salvador,BA,2872347,08,08 - Assistência Social,242794433.33,233441620.31,9352813.02000001,0.9614784701126656,84.52823886877178,81.27208178886465
2020,Rio Branco,AC,407319,08,08 - Assistência Social,22908000.0,21976380.65,931619.3500000015,0.9593321394272742,56.24093155487468,53.953733191920826
2020,Natal,RN,884122,08,08 - Assistência Social,64416749.88,61616510.65,2800239.230000004,0.9565293307219553,72.85957128088658,69.69231695399503
2020,Belém,PA,1492745,08,08 - Assistência Social,125257305.28,119249767.38,6007537.900000006,0.9520384229361253,83.91071836114004,79.88622797597714
2020,Florianópolis,SC,500973,08,08 - Assistência Social,53913464.07,51088783.7,2824680.3699999973,0.9476071438048852,107.61750447628914,101.9791160401858
2020,Cuiabá,MT,612547,08,08 - Assistência Social,63364883.05,59895298.84,3469584.2099999934,0.9452443681263925,103.44493247048797,97.78073982894374
2020,São Paulo,SP,12252023,08,08 - Assistência Social,1851364644.0,1731236850.98,120127793.01999998,0.9351139207452641,151.10685345595581,141.3021221866789
2020,Palmas,TO,299127,08,08 - Assistência Social,25840962.3,24124941.04,1716021.2600000016,0.9335929815585853,86.38792987593898,80.65116502355187
2020,Boa Vista,RR,399213,08,08 - Assistência Social,52061224.96,48291893.59,3769331.3699999973,0.9275981044837867,130.40964337333705,120.96773799951406
2020,São Luís,MA,1101884,08,08 - Assistência Social,57462128.5,53014856.52,4447271.979999997,0.9226051645476377,52.14898165324118,48.11291979918032
2020,Aracaju,SE,657013,08,08 - Assistência Social,56536370.46,52129704.33,4406666.130000003,0.9220560836476448,86.05061157085171,79.34348990050425
2020,Manaus,AM,2182763,08,08 - Assistência Social,112676385.78,103549966.04,9126419.739999995,0.9190032616255612,51.620989443196535,47.43985766663628
2020,Fortaleza,CE,2669342,08,08 - Assistência Social,152547228.07,139491394.2,13055833.870000005,0.9144144797963224,57.14787691873128,52.25684614410592
2020,Campo Grande,MS,895982,08,08 - Assistência Social,89444110.74,81369164.52,8074946.219999999,0.9097207613425483,99.82802192454758,90.81562410852003
2020,Curitiba,PR,1933105,08,08 - Assistência Social,208250106.71,187337439.24,20912667.47,0.8995790792120838,107.72829551938462,96.91012088841528
2020,Porto Alegre,RS,1483771,08,08 - Assistência Social,231928079.63,202309923.87,29618155.75999999,0.8722959470571632,156.3098885407519,136.3484822590548
2020,Rio de Janeiro,RJ,6718903,08,08 - Assistência Social,810764819.54,701290568.37,109474251.16999996,0.8649740978745083,120.66922525001476,104.37575425184737
2020,Vitória,ES,362097,08,08 - Assistência Social,70113954.08,60347070.31,9766883.769999996,0.8606998578506072,193.63307091746134,166.65995661383553
2020,Belo Horizonte,MG,2512070,08,08 - Assistência Social,494183625.17,380614088.89,113569536.28000003,0.7701875770551242,196.72366819794036,151.51412535876787
2020,Porto Velho,RO,529544,08,08 - Assistência Social,9845713.55,6073725.39,3771988.160000001,0.6168903207629882,18.592814855800462,11.4697275202816
2020,Macapá,AP,503327,08,08 - Assistência Social,26257948.89,14045789.81,12212159.08,0.5349157266182797,52.16876680567504,27.90589380263725
2020,Campo Grande,MS,895982,09,09 - Previdência Social,443684876.4,443652512.06,32364.339999973774,0.999927055570921,495.19396193227095,495.1578402914344
2020,Recife,PE,1645727,09,09 - Previdência Social,582143683.17,582041882.14,101801.02999997139,0.999825127313165,353.7304080020562,353.66855021519365
2020,Maceió,AL,1018948,09,09 - Previdência Social,327157876.34,327062048.49,95827.84999996424,0.9997070898886128,321.0741630976261,320.98011722874963
2020,Cuiabá,MT,612547,09,09 - Previdência Social,274323620.09,274220695.14,102924.94999998808,0.9996248046377989,447.84093316920985,447.6729053280809
2020,Curitiba,PR,1933105,09,09 - Previdência Social,1361756326.04,1361070661.02,685665.0199999809,0.9994964847918174,704.4399171488357,704.0852209373004
2020,Aracaju,SE,657013,09,09 - Previdência Social,317858492.45,317686107.57,172384.87999999523,0.999457667848761,483.79330766666715,483.5309310013653
2020,João Pessoa,PB,809015,09,09 - Previdência Social,290406313.89,290201894.73,204419.15999996662,0.9992960925771146,358.9628299722502,358.71015337169274
2020,Manaus,AM,2182763,09,09 - Previdência Social,357231486.45,356974369.67,257116.7799999714,0.9992802516302381,163.6602262591037,163.54243207805888
2020,Salvador,BA,2872347,09,09 - Previdência Social,572644167.77,572193116.63,451051.1399999857,0.999212336097377,199.3645502336591,199.2075179739774
2020,Porto Velho,RO,529544,09,09 - Previdência Social,126550236.28,126389785.49,160450.79000000656,0.998732117815687,238.97964339129516,238.67664535902585
2020,Porto Alegre,RS,1483771,09,09 - Previdência Social,1048458129.43,1047090843.61,1367285.8199999332,0.9986959080371256,706.6172134581415,705.695719629242
2020,Fortaleza,CE,2669342,09,09 - Previdência Social,1014363501.61,1011931880.85,2431620.7599999905,0.9976028112642652,380.00507301424847,379.09412913369664
2020,Boa Vista,RR,399213,09,09 - Previdência Social,23977589.25,23919276.07,58313.1799999997,0.997568013223014,60.06214539606676,59.91607505266612
2020,Goiânia,GO,1516113,09,09 - Previdência Social,737170025.8,735109103.83,2060921.9699999094,0.997204278663171,486.2236692119914,484.86432332550413
2020,Vitória,ES,362097,09,09 - Previdência Social,283407672.4,282433430.55,974241.8499999642,0.9965624012866352,782.6843978271015,779.9938429481604
2020,São Luís,MA,1101884,09,09 - Previdência Social,366433504.59,364445550.02,1987954.5699999928,0.9945748558876343,332.5517972763013,330.7476558512511
2020,São Paulo,SP,12252023,09,09 - Previdência Social,11164131877.43,11084378978.67,79752898.76000023,0.992856327779392,911.2072249154282,904.6978591755827
2020,Rio Branco,AC,407319,09,09 - Previdência Social,45317302.34,44948486.14,368816.200000003,0.9918614705431293,111.2575213530427,110.35204873821256
2020,Teresina,PI,864845,09,09 - Previdência Social,319393449.35,316635053.97,2758395.379999995,0.9913636444779514,369.3071583347305,366.1176904185143
2020,Palmas,TO,299127,09,09 - Previdência Social,45504981.3,44835772.62,669208.6799999997,0.9852937269529215,152.125957536431,149.88875166735198
2020,Belém,PA,1492745,09,09 - Previdência Social,9536959.62,9088808.53,448151.08999999985,0.9530090188218706,6.38887393359214,6.0886544788292705
2020,Florianópolis,SC,500973,09,09 - Previdência Social,293424982.64,276019710.0,17405272.639999986,0.9406823765195401,585.7101732827916,550.9672377553281
2020,Natal,RN,884122,09,09 - Previdência Social,305061504.25,282580720.24,22480784.00999999,0.9263073718027142,345.0445801031984,319.6173381501648
2020,Belo Horizonte,MG,2512070,09,09 - Previdência Social,1314358593.33,1203240730.18,111117863.14999986,0.9154584877263391,523.2173439951912,478.9837584860295
2020,Macapá,AP,503327,09,09 - Previdência Social,60842613.24,51796484.54,9046128.700000003,0.8513191952436919,120.88088507073931,102.908217798767
2020,Rio de Janeiro,RJ,6718903,09,09 - Previdência Social,5619814770.5,4783922694.07,835892076.4300003,0.8512598527592342,836.4185002373155,712.0094893571168
2020,Recife,PE,1645727,10,10 - Saúde,1548576876.86,1548509060.1,67816.75999999046,0.9999562070433743,940.9682631809528,940.9270553986171
2020,Salvador,BA,2872347,10,10 - Saúde,1838151666.97,1831344817.18,6806849.789999962,0.9962969052487272,639.9476341020079,637.5778473770753
2020,Goiânia,GO,1516113,10,10 - Saúde,1593658478.42,1574700766.69,18957711.73000002,0.9881042820737883,1051.1475585395021,1038.64340368429
2020,Maceió,AL,1018948,10,10 - Saúde,792065782.48,781472702.46,10593080.01999998,0.9866260097907115,777.33680470446,766.9407098890229
2020,Porto Velho,RO,529544,10,10 - Saúde,394324569.28,381060318.32,13264250.959999979,0.9663620986533523,744.6493006813408,719.6008609671718
2020,Manaus,AM,2182763,10,10 - Saúde,1158660943.21,1116471530.39,42189412.81999993,0.9635877837539628,530.8230638003301,511.4946196128485
2020,Boa Vista,RR,399213,10,10 - Saúde,256171158.28,245662450.04,10508708.24000001,0.9589777853582027,641.6904216045069,615.3668593958613
2020,Curitiba,PR,1933105,10,10 - Saúde,2106271850.59,2006355075.35,99916775.24000001,0.9525622605590955,1089.5796403144163,1037.8924452370668
2020,Cuiabá,MT,612547,10,10 - Saúde,987198390.28,934463486.98,52734903.29999995,0.9465812507199868,1611.6288060834515,1525.5376109588326
2020,Aracaju,SE,657013,10,10 - Saúde,525842803.89,497640219.21,28202584.680000007,0.9463668905015582,800.3537279932056,757.4282688622599
2020,Fortaleza,CE,2669342,10,10 - Saúde,2715320773.4,2568392155.33,146928618.07000017,0.9458890384114644,1017.2247592852472,962.1817494086557
2020,João Pessoa,PB,809015,10,10 - Saúde,765849157.28,718428775.96,47420381.31999993,0.9380813037799522,946.643952559594,888.0289932325112
2020,São Paulo,SP,12252023,10,10 - Saúde,13541988649.31,12682638509.1,859350140.2099991,0.9365418061952234,1105.285931091543,1035.1464822666428
2020,Palmas,TO,299127,10,10 - Saúde,266429496.25,248121213.16,18308283.090000004,0.9312828221060753,890.69022940089,829.4845104587683
2020,Campo Grande,MS,895982,10,10 - Saúde,1488563092.03,1379774561.61,108788530.42000008,0.926917084668785,1661.3761125000278,1539.9579027368852
2020,Teresina,PI,864845,10,10 - Saúde,1509702139.54,1397594850.11,112107289.43000007,0.9257421139615271,1745.6331938555463,1616.0061630812456
2020,Macapá,AP,503327,10,10 - Saúde,239184042.64,221331730.37,17852312.26999998,0.9253616082705408,475.20606412928373,439.73744776258775
2020,Vitória,ES,362097,10,10 - Saúde,298040038.19,274827264.84,23212773.350000024,0.922115251726005,823.0944696862995,758.9879641090646
2020,Rio Branco,AC,407319,10,10 - Saúde,143243663.45,131686364.81,11557298.639999986,0.919317208442982,351.67439635764595,323.30032434038185
2020,Belém,PA,1492745,10,10 - Saúde,840110480.76,771170528.21,68939952.54999995,0.9179394209108855,562.7957090862807,516.6123672897917
2020,Porto Alegre,RS,1483771,10,10 - Saúde,1902409803.09,1734765057.12,167644745.97000003,0.9118776902338802,1282.1451579050945,1169.159565135051
2020,Florianópolis,SC,500973,10,10 - Saúde,380609214.28,343313040.28,37296174.0,0.9020092719758419,759.7399745694877,685.2925013523683
2020,São Luís,MA,1101884,10,10 - Saúde,974613138.03,864800312.63,109812825.39999998,0.8873267544679664,884.4970414580845,784.8378891335204
2020,Belo Horizonte,MG,2512070,10,10 - Saúde,4151023333.12,3547970522.63,603052810.4899998,0.8547218933513602,1652.4313944754724,1412.369290119304
2020,Rio de Janeiro,RJ,6718903,10,10 - Saúde,4908212818.29,4058745095.06,849467723.23,0.8269293213887268,730.5080633386135,604.0785370855926
2020,Natal,RN,884122,10,10 - Saúde,900740101.74,702523986.15,198216115.59000003,0.7799408339796384,1018.7961635837588,794.600729480773
2020,Maceió,AL,1018948,11,11 - Trabalho,378824.82,378824.82,0.0,1.0,0.37178032637583075,0.37178032637583075
2020,Palmas,TO,299127,11,11 - Trabalho,1912774.3,1912774.3,0.0,1.0,6.394522393498414,6.394522393498414
2020,São Luís,MA,1101884,11,11 - Trabalho,16766.63,16766.63,0.0,1.0,0.015216329486588426,0.015216329486588426
2020,Vitória,ES,362097,11,11 - Trabalho,432058.24,432058.24,0.0,1.0,1.1932113218281288,1.1932113218281288
2020,Florianópolis,SC,500973,11,11 - Trabalho,19270983.89,19270978.89,5.0,0.9999997405425676,38.467110782417414,38.46710080183962
2020,Recife,PE,1645727,11,11 - Trabalho,13259202.49,13216799.07,42403.419999999925,0.9968019630115778,8.056744824627657,8.03097905667222
2020,Belém,PA,1492745,11,11 - Trabalho,15826032.51,15767350.2,58682.31000000052,0.9962920390841532,10.601966518059012,10.562654840578933
2020,Fortaleza,CE,2669342,11,11 - Trabalho,9414275.21,9273037.74,141237.47000000067,0.984997520589798,3.5268149266748137,3.4739039583537816
2020,Cuiabá,MT,612547,11,11 - Trabalho,9663630.58,9423653.48,239977.09999999963,0.9751669832561004,15.776145471286284,15.384376186643637
2020,Manaus,AM,2182763,11,11 - Trabalho,33723904.83,32784837.77,939067.0599999987,0.9721542607615051,15.450099177052204,15.019879744159123
2020,Rio Branco,AC,407319,11,11 - Trabalho,2098902.29,2033196.29,65706.0,0.9686950648855598,5.152969269786089,4.991655901148731
2020,Aracaju,SE,657013,11,11 - Trabalho,5016180.71,4821502.32,194678.38999999966,0.9611899169398146,7.634827179979696,7.338518902974523
2020,Belo Horizonte,MG,2512070,11,11 - Trabalho,153497577.0,145662579.43,7834997.569999993,0.9489568648370261,61.104020588598246,57.985079806693285
2020,Salvador,BA,2872347,11,11 - Trabalho,14001445.32,13268121.02,733324.3000000007,0.9476250998921874,4.874566102215367,4.6192611895429065
2020,Campo Grande,MS,895982,11,11 - Trabalho,70245630.11,64005644.55,6239985.560000002,0.9111690570612208,78.400715762147,71.43630625392028
2020,São Paulo,SP,12252023,11,11 - Trabalho,144161442.97,130830781.16,13330661.810000002,0.9075296311179812,11.766337932111293,10.678300323138473
